e,"# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
",,0,1611774420254,main.py
k,p,,62,1611795010520,task2.py
e,o,,62,1611795010558,task2.py
k,o,,63,1611795010564,task2.py
e,s,,63,1611795010639,task2.py
k,s,,64,1611795010639,task2.py
e, ,,64,1611795010810,task2.py
k, ,,65,1611795010811,task2.py
a,Backspace,,,1611795011240,task2.py
e,, ,64,1611795011248,task2.py
a,Backspace,,,1611795011418,task2.py
e,,s,63,1611795011425,task2.py
a,Backspace,,,1611795011600,task2.py
e,,o,62,1611795011609,task2.py
a,Backspace,,,1611795011764,task2.py
e,,p,61,1611795011771,task2.py
a,Backspace,,,1611795011941,task2.py
e,,y,60,1611795011948,task2.py
a,Backspace,,,1611795012123,task2.py
e,, ,59,1611795012131,task2.py
a,Backspace,,,1611795012491,task2.py
e,, ,58,1611795012499,task2.py
e, ,,58,1611795012883,task2.py
k, ,,59,1611795012883,task2.py
e,y,,59,1611795013889,task2.py
k,y,,60,1611795013890,task2.py
e,P,,60,1611795014357,task2.py
k,P,,61,1611795014364,task2.py
e,o,,61,1611795014619,task2.py
k,o,,62,1611795014625,task2.py
e,s,,62,1611795014705,task2.py
k,s,,63,1611795014706,task2.py
e, ,,63,1611795015840,task2.py
k, ,,64,1611795015841,task2.py
e,=,,64,1611795016375,task2.py
k,=,,65,1611795016375,task2.py
e, ,,65,1611795016496,task2.py
k, ,,66,1611795016496,task2.py
e,i,,66,1611795017066,task2.py
k,i,,67,1611795017066,task2.py
e,n,,67,1611795017139,task2.py
k,n,,68,1611795017147,task2.py
e,p,,68,1611795017263,task2.py
k,p,,69,1611795017270,task2.py
e,u,,69,1611795017371,task2.py
k,u,,70,1611795017374,task2.py
e,t,,70,1611795017442,task2.py
k,t,,71,1611795017446,task2.py
e,"""",,71,1611795018226,task2.py
e,"""",,72,1611795018236,task2.py
k,"""",,72,1611795018236,task2.py
e,W,,72,1611795019048,task2.py
k,W,,73,1611795019049,task2.py
e,h,,73,1611795019166,task2.py
k,h,,74,1611795019166,task2.py
e,a,,74,1611795019267,task2.py
k,a,,75,1611795019268,task2.py
e,t,,75,1611795019340,task2.py
k,t,,76,1611795019340,task2.py
e, ,,76,1611795019382,task2.py
k, ,,77,1611795019383,task2.py
a,Left,,,1611795020286,task2.py
a,Left,,,1611795020403,task2.py
a,Left,,,1611795020610,task2.py
a,Left,,,1611795020780,task2.py
a,Left,,,1611795020948,task2.py
a,Left,,,1611795021118,task2.py
e,(,,71,1611795021782,task2.py
k,(,,72,1611795021783,task2.py
a,Right,,,1611795022309,task2.py
a,Right,,,1611795022833,task2.py
a,Right,,,1611795022863,task2.py
a,Right,,,1611795022905,task2.py
a,Right,,,1611795022947,task2.py
a,Right,,,1611795023221,task2.py
a,Right,,,1611795023392,task2.py
a,Right,,,1611795023605,task2.py
e,0,,79,1611795023999,task2.py
k,0,,80,1611795023999,task2.py
a,Left,,,1611795024219,task2.py
a,Right,,,1611795025170,task2.py
a,Backspace,,,1611795025480,task2.py
e,,0,79,1611795025487,task2.py
e,),,79,1611795025789,task2.py
k,),,80,1611795025789,task2.py
a,Left,,,1611795026241,task2.py
a,Left,,,1611795026426,task2.py
a,Left,,,1611795026580,task2.py
a,Right,,,1611795026953,task2.py
e,p,,78,1611795027648,task2.py
k,p,,79,1611795027648,task2.py
e,o,,79,1611795027746,task2.py
k,o,,80,1611795027746,task2.py
e,s,,80,1611795027819,task2.py
k,s,,81,1611795027819,task2.py
e,i,,81,1611795028550,task2.py
k,i,,82,1611795028550,task2.py
e,t,,82,1611795028691,task2.py
k,t,,83,1611795028691,task2.py
e,i,,83,1611795028758,task2.py
k,i,,84,1611795028758,task2.py
e,o,,84,1611795028822,task2.py
k,o,,85,1611795028823,task2.py
e,n,,85,1611795028866,task2.py
k,n,,86,1611795028866,task2.py
a,Backspace,,,1611795029584,task2.py
e,,n,85,1611795029592,task2.py
a,Backspace,,,1611795030106,task2.py
e,,o,84,1611795030113,task2.py
a,Backspace,,,1611795030137,task2.py
e,,i,83,1611795030146,task2.py
a,Backspace,,,1611795030167,task2.py
e,,t,82,1611795030174,task2.py
a,Backspace,,,1611795030196,task2.py
e,,i,81,1611795030203,task2.py
a,Backspace,,,1611795030240,task2.py
e,,s,80,1611795030247,task2.py
a,Backspace,,,1611795030504,task2.py
e,,o,79,1611795030511,task2.py
a,Backspace,,,1611795030692,task2.py
e,,p,78,1611795030699,task2.py
e,x,,78,1611795032375,task2.py
k,x,,79,1611795032376,task2.py
e, ,,79,1611795033047,task2.py
k, ,,80,1611795033048,task2.py
e,c,,80,1611795033597,task2.py
k,c,,81,1611795033597,task2.py
e,o,,81,1611795033722,task2.py
k,o,,82,1611795033723,task2.py
e,r,,82,1611795033991,task2.py
k,r,,83,1611795033991,task2.py
e,d,,83,1611795034096,task2.py
k,d,,84,1611795034096,task2.py
e,i,,84,1611795034155,task2.py
k,i,,85,1611795034155,task2.py
e,n,,85,1611795034236,task2.py
k,n,,86,1611795034237,task2.py
e,a,,86,1611795034340,task2.py
k,a,,87,1611795034341,task2.py
e,t,,87,1611795034456,task2.py
k,t,,88,1611795034457,task2.py
e,e,,88,1611795034543,task2.py
k,e,,89,1611795034544,task2.py
e, ,,89,1611795034629,task2.py
k, ,,90,1611795034630,task2.py
e,f,,90,1611795034848,task2.py
k,f,,91,1611795034848,task2.py
e,o,,91,1611795034954,task2.py
k,o,,92,1611795034955,task2.py
e,r,,92,1611795035028,task2.py
k,r,,93,1611795035028,task2.py
e, ,,93,1611795035111,task2.py
k, ,,94,1611795035111,task2.py
e,c,,94,1611795035449,task2.py
k,c,,95,1611795035450,task2.py
e,u,,95,1611795035559,task2.py
k,u,,96,1611795035560,task2.py
a,Backspace,,,1611795035852,task2.py
e,,u,95,1611795035861,task2.py
e,e,,95,1611795036067,task2.py
k,e,,96,1611795036067,task2.py
e,n,,96,1611795036139,task2.py
k,n,,97,1611795036139,task2.py
e,t,,97,1611795036285,task2.py
k,t,,98,1611795036286,task2.py
e,e,,98,1611795036430,task2.py
k,e,,99,1611795036431,task2.py
e,r,,99,1611795036510,task2.py
k,r,,100,1611795036510,task2.py
a,Backspace,,,1611795038900,task2.py
e,,r,99,1611795038907,task2.py
a,Backspace,,,1611795039421,task2.py
e,,e,98,1611795039429,task2.py
a,Backspace,,,1611795039455,task2.py
e,,t,97,1611795039462,task2.py
a,Backspace,,,1611795039483,task2.py
e,,n,96,1611795039490,task2.py
a,Backspace,,,1611795039513,task2.py
e,,e,95,1611795039521,task2.py
a,Backspace,,,1611795039544,task2.py
e,,c,94,1611795039551,task2.py
a,Backspace,,,1611795039574,task2.py
e,, ,93,1611795039581,task2.py
a,Backspace,,,1611795039605,task2.py
e,,r,92,1611795039614,task2.py
a,Backspace,,,1611795039633,task2.py
e,,o,91,1611795039638,task2.py
a,Backspace,,,1611795039678,task2.py
e,,f,90,1611795039685,task2.py
a,Backspace,,,1611795039719,task2.py
e,, ,89,1611795039725,task2.py
a,Backspace,,,1611795039751,task2.py
e,,e,88,1611795039757,task2.py
a,Backspace,,,1611795039781,task2.py
e,,t,87,1611795039788,task2.py
a,Backspace,,,1611795039813,task2.py
e,,a,86,1611795039820,task2.py
a,Backspace,,,1611795039842,task2.py
e,,n,85,1611795039849,task2.py
a,Backspace,,,1611795039872,task2.py
e,,i,84,1611795039881,task2.py
a,Backspace,,,1611795039903,task2.py
e,,d,83,1611795039912,task2.py
a,Backspace,,,1611795039933,task2.py
e,,r,82,1611795039941,task2.py
a,Backspace,,,1611795039965,task2.py
e,,o,81,1611795039972,task2.py
a,Backspace,,,1611795039994,task2.py
e,,c,80,1611795040000,task2.py
a,Backspace,,,1611795040025,task2.py
e,, ,79,1611795040031,task2.py
a,Backspace,,,1611795040055,task2.py
e,,x,78,1611795040061,task2.py
a,Backspace,,,1611795040186,task2.py
e,, ,77,1611795040197,task2.py
a,Backspace,,,1611795040368,task2.py
e,,t,76,1611795040378,task2.py
a,Backspace,,,1611795040543,task2.py
e,,a,75,1611795040554,task2.py
a,Backspace,,,1611795040730,task2.py
e,,h,74,1611795040742,task2.py
a,Backspace,,,1611795040951,task2.py
e,,W,73,1611795040961,task2.py
e,E,,73,1611795041572,task2.py
k,E,,74,1611795041572,task2.py
e,n,,74,1611795041713,task2.py
k,n,,75,1611795041713,task2.py
e,t,,75,1611795041794,task2.py
k,t,,76,1611795041795,task2.py
e,e,,76,1611795041943,task2.py
k,e,,77,1611795041943,task2.py
e,r,,77,1611795042027,task2.py
k,r,,78,1611795042027,task2.py
e, ,,78,1611795042069,task2.py
k, ,,79,1611795042070,task2.py
e,c,,79,1611795042528,task2.py
k,c,,80,1611795042529,task2.py
e,o,,80,1611795042601,task2.py
k,o,,81,1611795042602,task2.py
e,o,,81,1611795042727,task2.py
k,o,,82,1611795042727,task2.py
e,r,,82,1611795042874,task2.py
k,r,,83,1611795042874,task2.py
e,d,,83,1611795042945,task2.py
k,d,,84,1611795042945,task2.py
e,i,,84,1611795043044,task2.py
k,i,,85,1611795043044,task2.py
e,n,,85,1611795043126,task2.py
k,n,,86,1611795043126,task2.py
e,a,,86,1611795043212,task2.py
k,a,,87,1611795043212,task2.py
e,t,,87,1611795043316,task2.py
k,t,,88,1611795043316,task2.py
e,e,,88,1611795043413,task2.py
k,e,,89,1611795043414,task2.py
e,s,,89,1611795043726,task2.py
k,s,,90,1611795043726,task2.py
e, ,,90,1611795043813,task2.py
k, ,,91,1611795043813,task2.py
e,f,,91,1611795044088,task2.py
k,f,,92,1611795044088,task2.py
e,o,,92,1611795044151,task2.py
k,o,,93,1611795044152,task2.py
e,r,,93,1611795044265,task2.py
k,r,,94,1611795044265,task2.py
e, ,,94,1611795044313,task2.py
k, ,,95,1611795044314,task2.py
a,Backspace,,,1611795044882,task2.py
e,, ,94,1611795044888,task2.py
a,Backspace,,,1611795049129,task2.py
e,,"xPos, yPos = input(""Enter coordinates for"")",53,1611795049146,task2.py
e,E,,53,1611795049738,task2.py
k,E,,54,1611795049738,task2.py
e,n,,54,1611795049845,task2.py
k,n,,55,1611795049853,task2.py
e,t,,55,1611795049949,task2.py
k,t,,56,1611795049956,task2.py
e,e,,56,1611795050020,task2.py
k,e,,57,1611795050025,task2.py
e,r,,57,1611795050115,task2.py
k,r,,58,1611795050122,task2.py
e, ,,58,1611795050186,task2.py
k, ,,59,1611795050186,task2.py
e,c,,59,1611795050361,task2.py
k,c,,60,1611795050361,task2.py
e,o,,60,1611795050446,task2.py
k,o,,61,1611795050452,task2.py
e,o,,61,1611795050565,task2.py
k,o,,62,1611795050573,task2.py
a,Backspace,,,1611795050806,task2.py
e,,o,61,1611795050814,task2.py
a,Backspace,,,1611795051338,task2.py
e,,o,60,1611795051346,task2.py
a,Backspace,,,1611795051367,task2.py
e,,c,59,1611795051374,task2.py
a,Backspace,,,1611795051398,task2.py
e,, ,58,1611795051405,task2.py
a,Backspace,,,1611795051429,task2.py
e,,r,57,1611795051435,task2.py
a,Backspace,,,1611795051459,task2.py
e,,e,56,1611795051466,task2.py
a,Backspace,,,1611795051488,task2.py
e,,t,55,1611795051495,task2.py
a,Backspace,,,1611795051519,task2.py
e,,n,54,1611795051526,task2.py
a,Backspace,,,1611795051549,task2.py
e,,E,53,1611795051556,task2.py
e,p,,53,1611795052216,task2.py
k,p,,54,1611795052217,task2.py
e,r,,54,1611795052314,task2.py
k,r,,55,1611795052320,task2.py
e,i,,55,1611795052359,task2.py
k,i,,56,1611795052366,task2.py
e,n,,56,1611795052422,task2.py
k,n,,57,1611795052426,task2.py
e,t,,57,1611795052512,task2.py
k,t,,58,1611795052516,task2.py
e,(,,58,1611795053576,task2.py
e,),,59,1611795053587,task2.py
k,(,,59,1611795053587,task2.py
e,"""",,59,1611795054327,task2.py
e,"""",,60,1611795054339,task2.py
k,"""",,60,1611795054339,task2.py
e,E,,60,1611795054799,task2.py
k,E,,61,1611795054800,task2.py
e,n,,61,1611795054900,task2.py
k,n,,62,1611795054900,task2.py
e,t,,62,1611795055028,task2.py
k,t,,63,1611795055028,task2.py
e,e,,63,1611795055078,task2.py
k,e,,64,1611795055078,task2.py
e,r,,64,1611795055193,task2.py
k,r,,65,1611795055194,task2.py
e, ,,65,1611795055242,task2.py
k, ,,66,1611795055243,task2.py
e,c,,66,1611795055453,task2.py
k,c,,67,1611795055453,task2.py
e,o,,67,1611795055523,task2.py
k,o,,68,1611795055524,task2.py
e,o,,68,1611795055654,task2.py
k,o,,69,1611795055655,task2.py
e,r,,69,1611795055728,task2.py
k,r,,70,1611795055728,task2.py
e,d,,70,1611795055830,task2.py
k,d,,71,1611795055830,task2.py
e,i,,71,1611795055919,task2.py
k,i,,72,1611795055919,task2.py
e,n,,72,1611795055980,task2.py
k,n,,73,1611795055981,task2.py
e,a,,73,1611795056100,task2.py
k,a,,74,1611795056100,task2.py
e,t,,74,1611795056227,task2.py
k,t,,75,1611795056227,task2.py
e,e,,75,1611795056288,task2.py
k,e,,76,1611795056288,task2.py
e,d,,76,1611795056504,task2.py
k,d,,77,1611795056504,task2.py
a,Backspace,,,1611795056854,task2.py
e,,d,76,1611795056861,task2.py
e,s,,76,1611795056949,task2.py
k,s,,77,1611795056950,task2.py
e, ,,77,1611795057013,task2.py
k, ,,78,1611795057014,task2.py
e,f,,78,1611795057284,task2.py
k,f,,79,1611795057284,task2.py
e,o,,79,1611795057365,task2.py
k,o,,80,1611795057365,task2.py
e,r,,80,1611795057451,task2.py
k,r,,81,1611795057451,task2.py
e, ,,81,1611795057493,task2.py
k, ,,82,1611795057494,task2.py
e,c,,82,1611795057775,task2.py
k,c,,83,1611795057776,task2.py
e,e,,83,1611795057902,task2.py
k,e,,84,1611795057903,task2.py
e,n,,84,1611795058016,task2.py
k,n,,85,1611795058016,task2.py
e,t,,85,1611795058138,task2.py
k,t,,86,1611795058139,task2.py
e,e,,86,1611795058292,task2.py
k,e,,87,1611795058292,task2.py
e,r,,87,1611795058333,task2.py
k,r,,88,1611795058333,task2.py
e,:,,88,1611795059342,task2.py
k,:,,89,1611795059342,task2.py
e, ,,89,1611795059424,task2.py
k, ,,90,1611795059424,task2.py
a,Enter,,,1611795062318,task2.py
e,"
",,92,1611795062341,task2.py
e,x,,93,1611795075640,task2.py
k,x,,94,1611795075641,task2.py
e,P,,94,1611795075954,task2.py
k,P,,95,1611795075962,task2.py
e,o,,95,1611795076070,task2.py
k,o,,96,1611795076071,task2.py
e,s,,96,1611795076425,task2.py
k,s,,97,1611795076425,task2.py
a,Enter,,,1611795079026,task2.py
e,"
",,53,1611795079037,task2.py
e,i,,53,1611795079757,task2.py
k,i,,54,1611795079757,task2.py
e,m,,54,1611795080094,task2.py
k,m,,55,1611795080101,task2.py
e,p,,55,1611795080245,task2.py
k,p,,56,1611795080250,task2.py
e,o,,56,1611795080277,task2.py
k,o,,57,1611795080281,task2.py
e,r,,57,1611795080415,task2.py
k,r,,58,1611795080420,task2.py
e,t,,58,1611795080616,task2.py
k,t,,59,1611795080620,task2.py
e, ,,59,1611795080691,task2.py
k, ,,60,1611795080691,task2.py
e,t,,60,1611795081303,task2.py
k,t,,61,1611795081303,task2.py
e,u,,61,1611795081380,task2.py
k,u,,62,1611795081381,task2.py
e,r,,62,1611795081476,task2.py
k,r,,63,1611795081482,task2.py
e,t,,63,1611795081815,task2.py
k,t,,64,1611795081820,task2.py
e,l,,64,1611795081895,task2.py
k,l,,65,1611795081898,task2.py
e,e,,65,1611795082018,task2.py
k,e,,66,1611795082022,task2.py
e, ,,111,1611795085708,task2.py
k, ,,112,1611795085709,task2.py
e,=,,112,1611795088410,task2.py
k,=,,113,1611795088411,task2.py
e, ,,113,1611795088538,task2.py
k, ,,114,1611795088538,task2.py
e,i,,114,1611795089442,task2.py
k,i,,115,1611795089443,task2.py
e,n,,115,1611795089524,task2.py
k,n,,116,1611795089533,task2.py
e,p,,116,1611795089659,task2.py
k,p,,117,1611795089665,task2.py
e,u,,117,1611795089767,task2.py
k,u,,118,1611795089771,task2.py
e,t,,118,1611795089839,task2.py
k,t,,119,1611795089842,task2.py
e,(,,119,1611795090995,task2.py
e,),,120,1611795091007,task2.py
k,(,,120,1611795091007,task2.py
e,"""",,120,1611795092350,task2.py
e,"""",,121,1611795092360,task2.py
k,"""",,121,1611795092360,task2.py
e,x,,121,1611795092837,task2.py
k,x,,122,1611795092838,task2.py
e,:,,122,1611795092956,task2.py
k,:,,123,1611795092956,task2.py
e, ,,123,1611795093082,task2.py
k, ,,124,1611795093082,task2.py
a,Left,,,1611795094802,task2.py
a,Right,,,1611795095478,task2.py
a,Right,,,1611795095700,task2.py
a,Right,,,1611795095930,task2.py
a,Left,,,1611795096678,task2.py
a,Left,,,1611795096859,task2.py
a,Backspace,,,1611795097456,task2.py
e,, ,123,1611795097462,task2.py
a,Right,,,1611795097941,task2.py
a,Right,,,1611795098156,task2.py
a,Enter,,,1611795098726,task2.py
e,"
",,125,1611795098738,task2.py
e,y,,126,1611795099981,task2.py
k,y,,127,1611795099982,task2.py
e,p,,127,1611795100161,task2.py
k,p,,128,1611795100167,task2.py
e,o,,128,1611795100233,task2.py
k,o,,129,1611795100238,task2.py
e,s,,129,1611795100258,task2.py
k,s,,130,1611795100258,task2.py
a,Backspace,,,1611795101018,task2.py
e,,s,129,1611795101025,task2.py
a,Backspace,,,1611795101164,task2.py
e,,o,128,1611795101171,task2.py
a,Backspace,,,1611795101326,task2.py
e,,p,127,1611795101334,task2.py
e,P,,127,1611795102100,task2.py
k,P,,128,1611795102101,task2.py
e,o,,128,1611795102560,task2.py
k,o,,129,1611795102565,task2.py
e,s,,129,1611795102637,task2.py
k,s,,130,1611795102637,task2.py
e, ,,130,1611795103218,task2.py
k, ,,131,1611795103219,task2.py
e,=,,131,1611795103373,task2.py
k,=,,132,1611795103373,task2.py
e, ,,132,1611795103479,task2.py
k, ,,133,1611795103479,task2.py
e,i,,133,1611795103865,task2.py
k,i,,134,1611795103865,task2.py
e,n,,134,1611795103927,task2.py
k,n,,135,1611795103937,task2.py
e,p,,135,1611795104073,task2.py
k,p,,136,1611795104078,task2.py
e,u,,136,1611795104201,task2.py
k,u,,137,1611795104204,task2.py
e,t,,137,1611795104243,task2.py
k,t,,138,1611795104247,task2.py
e,(,,138,1611795105166,task2.py
e,),,139,1611795105175,task2.py
k,(,,139,1611795105175,task2.py
e,"""",,139,1611795105933,task2.py
e,"""",,140,1611795105943,task2.py
k,"""",,140,1611795105944,task2.py
e,y,,140,1611795107194,task2.py
k,y,,141,1611795107194,task2.py
e,:,,141,1611795107320,task2.py
k,:,,142,1611795107321,task2.py
e, ,,142,1611795107491,task2.py
k, ,,143,1611795107491,task2.py
a,Backspace,,,1611795111537,task2.py
e,, ,142,1611795111544,task2.py
a,Enter,,,1611795176582,task2.py
e,"
",,144,1611795176593,task2.py
e,D,,145,1611795179629,task2.py
k,D,,146,1611795179629,task2.py
e,i,,146,1611795179776,task2.py
k,i,,147,1611795179782,task2.py
e,a,,147,1611795180007,task2.py
k,a,,148,1611795180015,task2.py
a,Backspace,,,1611795180829,task2.py
e,,a,147,1611795180835,task2.py
a,Backspace,,,1611795181023,task2.py
e,,i,146,1611795181030,task2.py
e,i,,146,1611795181755,task2.py
k,i,,147,1611795181755,task2.py
e,a,,147,1611795181805,task2.py
k,a,,148,1611795181813,task2.py
e, ,,148,1611795182967,task2.py
k, ,,149,1611795182968,task2.py
e,=,,149,1611795183106,task2.py
k,=,,150,1611795183106,task2.py
e, ,,150,1611795183212,task2.py
k, ,,151,1611795183212,task2.py
e,"""",,151,1611795191076,task2.py
e,"""",,152,1611795191085,task2.py
k,"""",,152,1611795191086,task2.py
a,Backspace,,,1611795191916,task2.py
e,,"""",152,1611795191922,task2.py
e,,"""",151,1611795191928,task2.py
e,(,,151,1611795192683,task2.py
e,),,152,1611795192693,task2.py
k,(,,152,1611795192693,task2.py
e,"""",,152,1611795193384,task2.py
e,"""",,153,1611795193394,task2.py
k,"""",,153,1611795193394,task2.py
a,Left,,,1611795196806,task2.py
a,Left,,,1611795196992,task2.py
a,Left,,,1611795197141,task2.py
a,Left,,,1611795197303,task2.py
a,Left,,,1611795197470,task2.py
e,m,,148,1611795198071,task2.py
k,m,,149,1611795198071,task2.py
e,e,,149,1611795198187,task2.py
k,e,,150,1611795198187,task2.py
e,t,,150,1611795198296,task2.py
k,t,,151,1611795198296,task2.py
e,e,,151,1611795198449,task2.py
k,e,,152,1611795198449,task2.py
e,r,,152,1611795198543,task2.py
k,r,,153,1611795198543,task2.py
a,Left,,,1611795198923,task2.py
a,Left,,,1611795199450,task2.py
a,Left,,,1611795199490,task2.py
a,Left,,,1611795199524,task2.py
a,Left,,,1611795199552,task2.py
a,Left,,,1611795199581,task2.py
a,Left,,,1611795199613,task2.py
e,d,,146,1611795200259,task2.py
k,d,,147,1611795200259,task2.py
a,Backspace,,,1611795200683,task2.py
e,,d,146,1611795200689,task2.py
a,Backspace,,,1611795200908,task2.py
e,,D,145,1611795200918,task2.py
e,d,,145,1611795201036,task2.py
k,d,,146,1611795201036,task2.py
a,Right,,,1611795202241,task2.py
a,Right,,,1611795202272,task2.py
a,Right,,,1611795202302,task2.py
a,Right,,,1611795202332,task2.py
a,Right,,,1611795202362,task2.py
a,Right,,,1611795202392,task2.py
a,Right,,,1611795202422,task2.py
a,Left,,,1611795202765,task2.py
a,Left,,,1611795202988,task2.py
a,Left,,,1611795208613,task2.py
a,Left,,,1611795208792,task2.py
e,i,,156,1611795209525,task2.py
k,i,,157,1611795209525,task2.py
e,n,,157,1611795209589,task2.py
k,n,,158,1611795209596,task2.py
e,p,,158,1611795209764,task2.py
k,p,,159,1611795209770,task2.py
e,u,,159,1611795209868,task2.py
k,u,,160,1611795209872,task2.py
e,t,,160,1611795209952,task2.py
k,t,,161,1611795209955,task2.py
a,Right,,,1611795210712,task2.py
e,W,,163,1611795211584,task2.py
k,W,,164,1611795211584,task2.py
e,h,,164,1611795211741,task2.py
k,h,,165,1611795211742,task2.py
e,a,,165,1611795211798,task2.py
k,a,,166,1611795211798,task2.py
e,t,,166,1611795211876,task2.py
k,t,,167,1611795211876,task2.py
e, ,,167,1611795211950,task2.py
k, ,,168,1611795211950,task2.py
a,Backspace,,,1611795217884,task2.py
e,, ,167,1611795217890,task2.py
a,Backspace,,,1611795218401,task2.py
e,,t,166,1611795218408,task2.py
a,Backspace,,,1611795218431,task2.py
e,,a,165,1611795218438,task2.py
a,Backspace,,,1611795218635,task2.py
e,,h,164,1611795218642,task2.py
a,Backspace,,,1611795218818,task2.py
e,,W,163,1611795218824,task2.py
e,e,,163,1611795219301,task2.py
k,e,,164,1611795219301,task2.py
e,n,,164,1611795219459,task2.py
k,n,,165,1611795219460,task2.py
e,t,,165,1611795219566,task2.py
k,t,,166,1611795219566,task2.py
e,e,,166,1611795219650,task2.py
k,e,,167,1611795219650,task2.py
e,r,,167,1611795219772,task2.py
k,r,,168,1611795219772,task2.py
