e,"# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
",,0,1611774420254,main.py
k,i,,657,1611853327303,plan4.txt
k,n,,658,1611853327354,plan4.txt
k,t,,659,1611853327459,plan4.txt
k, ,,660,1611853328498,plan4.txt
k,c,,661,1611853328814,plan4.txt
k,h,,662,1611853328889,plan4.txt
k,a,,663,1611853328990,plan4.txt
k,d,,664,1611853329079,plan4.txt
k, ,,665,1611853329117,plan4.txt
k,m,,666,1611853329365,plan4.txt
k,a,,667,1611853329446,plan4.txt
k,n,,668,1611853329547,plan4.txt
k,o,,669,1611853329644,plan4.txt
a,Backspace,,,1611853330673,plan4.txt
a,Backspace,,,1611853330833,plan4.txt
a,Backspace,,,1611853330999,plan4.txt
a,Backspace,,,1611853331170,plan4.txt
a,Backspace,,,1611853331362,plan4.txt
a,Backspace,,,1611853331884,plan4.txt
a,Backspace,,,1611853331915,plan4.txt
a,Backspace,,,1611853331945,plan4.txt
a,Backspace,,,1611853331975,plan4.txt
a,Backspace,,,1611853332004,plan4.txt
a,Backspace,,,1611853332035,plan4.txt
a,Backspace,,,1611853332234,plan4.txt
k,t,,658,1611853333510,plan4.txt
a,Backspace,,,1611853334104,plan4.txt
k,n,,658,1611853334349,plan4.txt
k,t,,659,1611853334431,plan4.txt
k, ,,660,1611853334530,plan4.txt
k,*,,661,1611853335900,plan4.txt
k,e,,662,1611853336686,plan4.txt
k,m,,663,1611853336727,plan4.txt
k,p,,664,1611853336865,plan4.txt
k,l,,665,1611853336959,plan4.txt
k,o,,666,1611853337138,plan4.txt
k,y,,667,1611853337256,plan4.txt
k,e,,668,1611853337480,plan4.txt
k,e,,669,1611853337642,plan4.txt
k, ,,670,1611853337742,plan4.txt
k,n,,671,1611853337950,plan4.txt
k,a,,672,1611853338023,plan4.txt
k,m,,673,1611853338121,plan4.txt
k,e,,674,1611853338188,plan4.txt
k,*,,675,1611853338797,plan4.txt
k, ,,676,1611853340246,plan4.txt
a,Left,,,1611853344246,plan4.txt
a,Left,,,1611853344775,plan4.txt
a,Left,,,1611853344806,plan4.txt
a,Left,,,1611853344837,plan4.txt
a,Left,,,1611853344867,plan4.txt
a,Left,,,1611853344898,plan4.txt
a,Left,,,1611853344927,plan4.txt
a,Left,,,1611853344958,plan4.txt
a,Left,,,1611853344988,plan4.txt
a,Left,,,1611853345018,plan4.txt
a,Left,,,1611853345048,plan4.txt
a,Left,,,1611853345079,plan4.txt
a,Left,,,1611853345110,plan4.txt
a,Left,,,1611853345141,plan4.txt
a,Left,,,1611853345171,plan4.txt
a,Left,,,1611853345211,plan4.txt
k,"""",,661,1611853345923,plan4.txt
a,Right,,,1611853346244,plan4.txt
a,Right,,,1611853346767,plan4.txt
a,Right,,,1611853346808,plan4.txt
a,Right,,,1611853346839,plan4.txt
a,Right,,,1611853346869,plan4.txt
a,Right,,,1611853346899,plan4.txt
a,Right,,,1611853346930,plan4.txt
a,Right,,,1611853346962,plan4.txt
a,Right,,,1611853346992,plan4.txt
a,Right,,,1611853347024,plan4.txt
a,Right,,,1611853347054,plan4.txt
a,Right,,,1611853347086,plan4.txt
a,Left,,,1611853347237,plan4.txt
a,Left,,,1611853347755,plan4.txt
a,Left,,,1611853347786,plan4.txt
a,Left,,,1611853347827,plan4.txt
a,Left,,,1611853347868,plan4.txt
a,Left,,,1611853347899,plan4.txt
a,Left,,,1611853347929,plan4.txt
a,Left,,,1611853347960,plan4.txt
a,Left,,,1611853347990,plan4.txt
a,Left,,,1611853348021,plan4.txt
a,Left,,,1611853348175,plan4.txt
a,Backspace,,,1611853348889,plan4.txt
a,Right,,,1611853349389,plan4.txt
a,Right,,,1611853349909,plan4.txt
a,Right,,,1611853349951,plan4.txt
a,Right,,,1611853349981,plan4.txt
a,Right,,,1611853350012,plan4.txt
a,Right,,,1611853350042,plan4.txt
a,Right,,,1611853350073,plan4.txt
a,Right,,,1611853350105,plan4.txt
a,Right,,,1611853350134,plan4.txt
a,Right,,,1611853350166,plan4.txt
a,Right,,,1611853350196,plan4.txt
a,Right,,,1611853350229,plan4.txt
a,Right,,,1611853350257,plan4.txt
a,Right,,,1611853350288,plan4.txt
a,Right,,,1611853350318,plan4.txt
a,Right,,,1611853350349,plan4.txt
k,i,,678,1611853351061,plan4.txt
k,n,,679,1611853351149,plan4.txt
k,o,,680,1611853351265,plan4.txt
k,r,,681,1611853351391,plan4.txt
k,m,,682,1611853351509,plan4.txt
k,a,,683,1611853351641,plan4.txt
k,t,,684,1611853351710,plan4.txt
k,o,,685,1611853351775,plan4.txt
k,i,,686,1611853351794,plan4.txt
k,n,,687,1611853351837,plan4.txt
k,g,,688,1611853352004,plan4.txt
a,Backspace,,,1611853352185,plan4.txt
a,Backspace,,,1611853352703,plan4.txt
a,Backspace,,,1611853352729,plan4.txt
a,Backspace,,,1611853352762,plan4.txt
a,Backspace,,,1611853352791,plan4.txt
a,Backspace,,,1611853352822,plan4.txt
a,Backspace,,,1611853352852,plan4.txt
a,Backspace,,,1611853352883,plan4.txt
a,Backspace,,,1611853352913,plan4.txt
a,Backspace,,,1611853352943,plan4.txt
k,n,,679,1611853353537,plan4.txt
k,f,,680,1611853353648,plan4.txt
k,o,,681,1611853353741,plan4.txt
k,r,,682,1611853354215,plan4.txt
k,m,,683,1611853354341,plan4.txt
k,a,,684,1611853354494,plan4.txt
k,t,,685,1611853354561,plan4.txt
k,i,,686,1611853354585,plan4.txt
k,o,,687,1611853354630,plan4.txt
k,n,,688,1611853354670,plan4.txt
k,"""",,689,1611853355389,plan4.txt
k, ,,690,1611853356196,plan4.txt
k,c,,691,1611853356516,plan4.txt
k,e,,692,1611853356654,plan4.txt
k,n,,693,1611853356749,plan4.txt
k,t,,694,1611853356844,plan4.txt
k,e,,695,1611853356916,plan4.txt
k,r,,696,1611853357027,plan4.txt
k,e,,697,1611853357133,plan4.txt
k,d,,698,1611853357341,plan4.txt
a,Enter,,,1611853357610,plan4.txt
k,p,,704,1611853359425,plan4.txt
k,r,,705,1611853359511,plan4.txt
k,i,,706,1611853359599,plan4.txt
k,n,,707,1611853359658,plan4.txt
k,t,,708,1611853359736,plan4.txt
k, ,,709,1611853360186,plan4.txt
k,"""",,710,1611853360731,plan4.txt
k,p,,711,1611853361122,plan4.txt
k,a,,712,1611853361209,plan4.txt
k,y,,713,1611853361329,plan4.txt
k, ,,714,1611853361525,plan4.txt
a,Backspace,,,1611853362372,plan4.txt
a,Right,,,1611853363001,plan4.txt
a,Backspace,,,1611853363960,plan4.txt
a,Backspace,,,1611853364115,plan4.txt
a,Backspace,,,1611853364296,plan4.txt
a,Backspace,,,1611853364477,plan4.txt
a,Backspace,,,1611853364711,plan4.txt
k,p,,710,1611853365178,plan4.txt
k,a,,711,1611853365297,plan4.txt
k,y,,712,1611853365445,plan4.txt
k, ,,713,1611853365525,plan4.txt
k,c,,714,1611853365701,plan4.txt
k,e,,715,1611853365820,plan4.txt
k,n,,716,1611853365892,plan4.txt
k,t,,717,1611853365997,plan4.txt
k,e,,718,1611853366099,plan4.txt
k,r,,719,1611853366196,plan4.txt
k,e,,720,1611853366302,plan4.txt
k,d,,721,1611853366496,plan4.txt
a,Enter,,,1611853366733,plan4.txt
k,h,,727,1611853372066,plan4.txt
k,o,,728,1611853372230,plan4.txt
k,u,,729,1611853372303,plan4.txt
k,r,,730,1611853372334,plan4.txt
k,s,,731,1611853372420,plan4.txt
k, ,,732,1611853372511,plan4.txt
k,w,,733,1611853372828,plan4.txt
k,o,,734,1611853372896,plan4.txt
k,r,,735,1611853373047,plan4.txt
k,k,,736,1611853373245,plan4.txt
k,d,,737,1611853373412,plan4.txt
k,s,,738,1611853373473,plan4.txt
a,Backspace,,,1611853374034,plan4.txt
a,Backspace,,,1611853374167,plan4.txt
k,e,,737,1611853374983,plan4.txt
k,d,,738,1611853375224,plan4.txt
k,:,,739,1611853375421,plan4.txt
k, ,,740,1611853375667,plan4.txt
k,4,,741,1611853377233,plan4.txt
k,0,,742,1611853377309,plan4.txt
a,Enter,,,1611853377735,plan4.txt
k,P,,748,1611853382001,plan4.txt
a,Backspace,,,1611853382858,plan4.txt
a,Backspace,,,1611853383231,plan4.txt
a,Backspace,,,1611853383759,plan4.txt
a,Backspace,,,1611853383789,plan4.txt
a,Backspace,,,1611853383819,plan4.txt
a,Backspace,,,1611853383849,plan4.txt
a,Backspace,,,1611853384068,plan4.txt
a,Backspace,,,1611853384648,plan4.txt
a,Backspace,,,1611853385165,plan4.txt
a,Backspace,,,1611853385199,plan4.txt
a,Backspace,,,1611853385229,plan4.txt
a,Backspace,,,1611853385257,plan4.txt
a,Backspace,,,1611853385287,plan4.txt
a,Backspace,,,1611853385317,plan4.txt
a,Backspace,,,1611853385349,plan4.txt
a,Backspace,,,1611853385379,plan4.txt
a,Backspace,,,1611853385547,plan4.txt
a,Backspace,,,1611853385741,plan4.txt
a,Backspace,,,1611853385940,plan4.txt
a,Backspace,,,1611853386143,plan4.txt
a,Backspace,,,1611853386372,plan4.txt
a,Backspace,,,1611853387898,plan4.txt
k,p,,727,1611853388594,plan4.txt
k,r,,728,1611853388698,plan4.txt
k,i,,729,1611853388783,plan4.txt
k,n,,730,1611853388839,plan4.txt
k,t,,731,1611853388933,plan4.txt
k, ,,732,1611853389028,plan4.txt
k,h,,733,1611853391987,plan4.txt
k,o,,734,1611853392158,plan4.txt
k,u,,735,1611853392237,plan4.txt
k,r,,736,1611853392281,plan4.txt
k,s,,737,1611853392368,plan4.txt
k, ,,738,1611853392568,plan4.txt
k,w,,739,1611853392941,plan4.txt
k,o,,740,1611853393018,plan4.txt
k,r,,741,1611853393114,plan4.txt
k,k,,742,1611853393188,plan4.txt
k,e,,743,1611853393392,plan4.txt
k,d,,744,1611853393642,plan4.txt
k, ,,745,1611853395025,plan4.txt
k,a,,746,1611853395197,plan4.txt
k,n,,747,1611853395273,plan4.txt
k,d,,748,1611853395348,plan4.txt
k, ,,749,1611853395446,plan4.txt
k,n,,750,1611853395891,plan4.txt
k,u,,751,1611853396031,plan4.txt
k,m,,752,1611853396226,plan4.txt
k,b,,753,1611853396410,plan4.txt
k,e,,754,1611853396494,plan4.txt
k,r,,755,1611853396535,plan4.txt
k, ,,756,1611853396571,plan4.txt
k,o,,757,1611853396771,plan4.txt
k,f,,758,1611853396852,plan4.txt
k, ,,759,1611853396927,plan4.txt
k,h,,760,1611853397090,plan4.txt
k,o,,761,1611853397223,plan4.txt
k,u,,762,1611853397298,plan4.txt
k,r,,763,1611853397338,plan4.txt
k,s,,764,1611853397398,plan4.txt
k, ,,765,1611853397457,plan4.txt
k,w,,766,1611853397630,plan4.txt
k,o,,767,1611853397701,plan4.txt
k,r,,768,1611853397889,plan4.txt
k,k,,769,1611853397952,plan4.txt
k,e,,770,1611853398102,plan4.txt
k,d,,771,1611853398287,plan4.txt
a,Enter,,,1611853398334,plan4.txt
k,p,,777,1611853399107,plan4.txt
k,r,,778,1611853399222,plan4.txt
k,i,,779,1611853399292,plan4.txt
k,n,,780,1611853399335,plan4.txt
k,t,,781,1611853399407,plan4.txt
k, ,,782,1611853399468,plan4.txt
k,p,,783,1611853399787,plan4.txt
k,a,,784,1611853400032,plan4.txt
k,y,,785,1611853400098,plan4.txt
k, ,,786,1611853400160,plan4.txt
k,r,,787,1611853400315,plan4.txt
k,a,,788,1611853400385,plan4.txt
k,t,,789,1611853400521,plan4.txt
k,e,,790,1611853400607,plan4.txt
k, ,,791,1611853400705,plan4.txt
k,a,,792,1611853400931,plan4.txt
k,n,,793,1611853401024,plan4.txt
k,d,,794,1611853401078,plan4.txt
k, ,,795,1611853401171,plan4.txt
a,Backspace,,,1611853401957,plan4.txt
a,Backspace,,,1611853402481,plan4.txt
a,Backspace,,,1611853402649,plan4.txt
a,Backspace,,,1611853402836,plan4.txt
a,Backspace,,,1611853403220,plan4.txt
a,Enter,,,1611853404068,plan4.txt
k,p,,796,1611853404656,plan4.txt
k,r,,797,1611853404776,plan4.txt
k,i,,798,1611853404848,plan4.txt
k,n,,799,1611853404935,plan4.txt
k,t,,800,1611853404989,plan4.txt
k, ,,801,1611853405701,plan4.txt
k,g,,802,1611853405985,plan4.txt
k,r,,803,1611853406061,plan4.txt
k,o,,804,1611853406171,plan4.txt
k,s,,805,1611853406293,plan4.txt
k,s,,806,1611853406492,plan4.txt
k, ,,807,1611853406577,plan4.txt
k,p,,808,1611853406918,plan4.txt
k,a,,809,1611853407004,plan4.txt
k,y,,810,1611853407147,plan4.txt
a,Enter,,,1611853407356,plan4.txt
k,a,,816,1611853407726,plan4.txt
k,l,,817,1611853407816,plan4.txt
k,i,,818,1611853407963,plan4.txt
k,g,,819,1611853408067,plan4.txt
k,n,,820,1611853408135,plan4.txt
k, ,,821,1611853408233,plan4.txt
k,a,,822,1611853408483,plan4.txt
k,l,,823,1611853408557,plan4.txt
k,l,,824,1611853408692,plan4.txt
k, ,,825,1611853408755,plan4.txt
k,b,,826,1611853409007,plan4.txt
k,a,,827,1611853409103,plan4.txt
k,s,,828,1611853409181,plan4.txt
k,e,,829,1611853409267,plan4.txt
k,d,,830,1611853409522,plan4.txt
k, ,,831,1611853409599,plan4.txt
k,o,,832,1611853409825,plan4.txt
k,n,,833,1611853409899,plan4.txt
k, ,,834,1611853409967,plan4.txt
k,s,,835,1611853410223,plan4.txt
k,m,,836,1611853410513,plan4.txt
a,Backspace,,,1611853410937,plan4.txt
k,e,,836,1611853411130,plan4.txt
k,m,,837,1611853411190,plan4.txt
k,i,,838,1611853411371,plan4.txt
k,c,,839,1611853411639,plan4.txt
k,o,,840,1611853411670,plan4.txt
k,l,,841,1611853411840,plan4.txt
k,o,,842,1611853412022,plan4.txt
k,n,,843,1611853412061,plan4.txt
a,Enter,,,1611853412267,plan4.txt
k,;,,849,1611853413787,plan4.txt
a,Backspace,,,1611853414463,plan4.txt
k,p,,849,1611853415000,plan4.txt
k,r,,850,1611853415111,plan4.txt
k,i,,851,1611853415167,plan4.txt
k,n,,852,1611853415205,plan4.txt
k,t,,853,1611853415302,plan4.txt
k, ,,854,1611853415364,plan4.txt
k,d,,855,1611853415500,plan4.txt
k,e,,856,1611853415676,plan4.txt
k,d,,857,1611853415916,plan4.txt
k,t,,858,1611853416255,plan4.txt
a,Backspace,,,1611853416980,plan4.txt
k,u,,858,1611853417232,plan4.txt
k,c,,859,1611853417365,plan4.txt
k,t,,860,1611853417669,plan4.txt
k,i,,861,1611853417691,plan4.txt
k,o,,862,1611853417735,plan4.txt
k,n,,863,1611853417790,plan4.txt
k,s,,864,1611853417913,plan4.txt
k, ,,865,1611853418319,plan4.txt
k,c,,866,1611853418857,plan4.txt
k,e,,867,1611853418939,plan4.txt
k,n,,868,1611853419053,plan4.txt
k,t,,869,1611853419114,plan4.txt
k,e,,870,1611853419222,plan4.txt
k,e,,871,1611853420112,plan4.txt
k,r,,872,1611853420150,plan4.txt
k,e,,873,1611853420261,plan4.txt
k,d,,874,1611853420471,plan4.txt
k, ,,875,1611853420880,plan4.txt
a,Backspace,,,1611853421205,plan4.txt
a,Backspace,,,1611853421721,plan4.txt
a,Backspace,,,1611853421752,plan4.txt
a,Backspace,,,1611853421782,plan4.txt
a,Backspace,,,1611853422034,plan4.txt
k,r,,871,1611853422649,plan4.txt
k,e,,872,1611853422740,plan4.txt
k,d,,873,1611853422979,plan4.txt
a,Enter,,,1611853423136,plan4.txt
k,f,,879,1611853426453,plan4.txt
k,e,,880,1611853426535,plan4.txt
k,d,,881,1611853426738,plan4.txt
k, ,,882,1611853426844,plan4.txt
k,t,,883,1611853427114,plan4.txt
k,a,,884,1611853427199,plan4.txt
k,x,,885,1611853427925,plan4.txt
k, ,,886,1611853428005,plan4.txt
k,w,,887,1611853428181,plan4.txt
k,i,,888,1611853428277,plan4.txt
k,t,,889,1611853428373,plan4.txt
k,h,,890,1611853428449,plan4.txt
k,h,,891,1611853428615,plan4.txt
k,o,,892,1611853428701,plan4.txt
k,l,,893,1611853428847,plan4.txt
k,d,,894,1611853428977,plan4.txt
k,i,,895,1611853429040,plan4.txt
k,n,,896,1611853429084,plan4.txt
k,g,,897,1611853429207,plan4.txt
a,Left,,,1611853430058,plan4.txt
a,Left,,,1611853430594,plan4.txt
a,Left,,,1611853430621,plan4.txt
a,Left,,,1611853430653,plan4.txt
a,Left,,,1611853430683,plan4.txt
a,Left,,,1611853430713,plan4.txt
a,Left,,,1611853430744,plan4.txt
a,Left,,,1611853430773,plan4.txt
a,Left,,,1611853430803,plan4.txt
a,Left,,,1611853430834,plan4.txt
a,Left,,,1611853430865,plan4.txt
a,Left,,,1611853430896,plan4.txt
a,Left,,,1611853430924,plan4.txt
a,Left,,,1611853430955,plan4.txt
a,Left,,,1611853430986,plan4.txt
a,Left,,,1611853431016,plan4.txt
a,Left,,,1611853431047,plan4.txt
a,Left,,,1611853431087,plan4.txt
a,Left,,,1611853431117,plan4.txt
a,Left,,,1611853431148,plan4.txt
a,Right,,,1611853431550,plan4.txt
k, ,,879,1611853431794,plan4.txt
a,Left,,,1611853433047,plan4.txt
k,p,,879,1611853433529,plan4.txt
k,r,,880,1611853433600,plan4.txt
k,i,,881,1611853433689,plan4.txt
k,n,,882,1611853433717,plan4.txt
k,t,,883,1611853433800,plan4.txt
a,Enter,,,1611853442120,plan4.txt
k,p,,909,1611853443100,plan4.txt
k,r,,910,1611853443239,plan4.txt
k,i,,911,1611853443315,plan4.txt
k,n,,912,1611853443360,plan4.txt
k,t,,913,1611853443445,plan4.txt
k, ,,914,1611853443523,plan4.txt
k,s,,915,1611853443628,plan4.txt
k,t,,916,1611853443770,plan4.txt
k,a,,917,1611853444053,plan4.txt
k,t,,918,1611853444155,plan4.txt
k,e,,919,1611853444228,plan4.txt
k, ,,920,1611853444343,plan4.txt
k,t,,921,1611853444529,plan4.txt
k,a,,922,1611853444591,plan4.txt
k,x,,923,1611853445069,plan4.txt
k, ,,924,1611853445149,plan4.txt
k,w,,925,1611853445245,plan4.txt
k,i,,926,1611853445340,plan4.txt
k,t,,927,1611853445459,plan4.txt
k,h,,928,1611853445508,plan4.txt
k,h,,929,1611853446387,plan4.txt
k,o,,930,1611853446496,plan4.txt
k,l,,931,1611853446676,plan4.txt
k,d,,932,1611853446785,plan4.txt
k,i,,933,1611853446862,plan4.txt
k,n,,934,1611853446929,plan4.txt
k,g,,935,1611853447002,plan4.txt
a,Enter,,,1611853448977,plan4.txt
k,p,,941,1611853449504,plan4.txt
k,r,,942,1611853449580,plan4.txt
k,i,,943,1611853449670,plan4.txt
k,n,,944,1611853449694,plan4.txt
k,t,,945,1611853449782,plan4.txt
k, ,,946,1611853449858,plan4.txt
k,t,,947,1611853449985,plan4.txt
k,o,,948,1611853450062,plan4.txt
k,t,,949,1611853450180,plan4.txt
k,a,,950,1611853450284,plan4.txt
k,l,,951,1611853450408,plan4.txt
k, ,,952,1611853450612,plan4.txt
k,d,,953,1611853450741,plan4.txt
k,e,,954,1611853450920,plan4.txt
k,d,,955,1611853451171,plan4.txt
k,u,,956,1611853453108,plan4.txt
k,t,,957,1611853453648,plan4.txt
k,i,,958,1611853453658,plan4.txt
k,o,,959,1611853453708,plan4.txt
k,n,,960,1611853453769,plan4.txt
a,Backspace,,,1611853454574,plan4.txt
a,Backspace,,,1611853454746,plan4.txt
a,Backspace,,,1611853454922,plan4.txt
a,Backspace,,,1611853455155,plan4.txt
k,c,,957,1611853455269,plan4.txt
k,t,,958,1611853455559,plan4.txt
k,i,,959,1611853455590,plan4.txt
k,o,,960,1611853455636,plan4.txt
k,n,,961,1611853455676,plan4.txt
a,Enter,,,1611853457687,plan4.txt
k,p,,967,1611853458172,plan4.txt
k,r,,968,1611853458266,plan4.txt
k,i,,969,1611853458377,plan4.txt
k,n,,970,1611853458417,plan4.txt
k,t,,971,1611853458494,plan4.txt
k, ,,972,1611853458572,plan4.txt
k,n,,973,1611853458842,plan4.txt
k,e,,974,1611853458943,plan4.txt
k,t,,975,1611853458999,plan4.txt
k, ,,976,1611853459050,plan4.txt
k,p,,977,1611853459237,plan4.txt
k,a,,978,1611853459368,plan4.txt
k,y,,979,1611853459460,plan4.txt
a,Enter,,,1611853460443,plan4.txt
k,U,,985,1611853466578,plan4.txt
k,s,,986,1611853466775,plan4.txt
k,e,,987,1611853466841,plan4.txt
k, ,,988,1611853466930,plan4.txt
k,o,,989,1611853467830,plan4.txt
k,n,,990,1611853467887,plan4.txt
k,l,,991,1611853468027,plan4.txt
k,y,,992,1611853468146,plan4.txt
k, ,,993,1611853468223,plan4.txt
k,o,,994,1611853468593,plan4.txt
k,n,,995,1611853468644,plan4.txt
k,e,,996,1611853468746,plan4.txt
k, ,,997,1611853468791,plan4.txt
k,p,,998,1611853469067,plan4.txt
k,r,,999,1611853469137,plan4.txt
k,i,,1000,1611853469235,plan4.txt
k,n,,1001,1611853469294,plan4.txt
k,t,,1002,1611853469370,plan4.txt
k, ,,1003,1611853469465,plan4.txt
k,s,,1004,1611853472091,plan4.txt
k,a,,1005,1611853472230,plan4.txt
k,a,,1006,1611853473034,plan4.txt
a,Backspace,,,1611853473447,plan4.txt
a,Backspace,,,1611853473545,plan4.txt
k,t,,1005,1611853473664,plan4.txt
k,a,,1006,1611853473793,plan4.txt
k,t,,1007,1611853474185,plan4.txt
k,e,,1008,1611853474553,plan4.txt
k,m,,1009,1611853475000,plan4.txt
k,e,,1010,1611853475071,plan4.txt
k,n,,1011,1611853475175,plan4.txt
k,t,,1012,1611853475239,plan4.txt
k, ,,1013,1611853475339,plan4.txt
a,Backspace,,,1611853475664,plan4.txt
k,",",,1013,1611853476095,plan4.txt
k, ,,1014,1611853476162,plan4.txt
k,a,,1015,1611853476449,plan4.txt
k,l,,1016,1611853476522,plan4.txt
k,i,,1017,1611853476717,plan4.txt
k,g,,1018,1611853476914,plan4.txt
k,n,,1019,1611853476950,plan4.txt
k, ,,1020,1611853477825,plan4.txt
k,a,,1021,1611853479956,plan4.txt
k,n,,1022,1611853480093,plan4.txt
k,d,,1023,1611853480141,plan4.txt
k, ,,1024,1611853480241,plan4.txt
k,c,,1025,1611853480417,plan4.txt
k,e,,1026,1611853480520,plan4.txt
k,n,,1027,1611853480611,plan4.txt
k,t,,1028,1611853480702,plan4.txt
k,e,,1029,1611853480825,plan4.txt
k,r,,1030,1611853480921,plan4.txt
k,e,,1031,1611853481037,plan4.txt
a,Backspace,,,1611853481737,plan4.txt
k, ,,1031,1611853481868,plan4.txt
k,a,,1032,1611853482060,plan4.txt
k,s,,1033,1611853482166,plan4.txt
k, ,,1034,1611853482292,plan4.txt
k,n,,1035,1611853482511,plan4.txt
k,e,,1036,1611853482574,plan4.txt
k,e,,1037,1611853482753,plan4.txt
k,d,,1038,1611853483474,plan4.txt
k,e,,1039,1611853483750,plan4.txt
k,d,,1040,1611853483933,plan4.txt
a,Enter,,,1611853493454,plan4.txt
a,Backspace,,,1611853494808,plan4.txt
a,Backspace,,,1611853494981,plan4.txt
a,Backspace,,,1611853495176,plan4.txt
a,Enter,,,1611853495582,plan4.txt
a,Backspace,,,1611853495910,plan4.txt
k,T,,1044,1611853496807,plan4.txt
k,e,,1045,1611853496957,plan4.txt
k,s,,1046,1611853497009,plan4.txt
k,t,,1047,1611853497111,plan4.txt
k,i,,1048,1611853497226,plan4.txt
k,n,,1049,1611853497309,plan4.txt
k,g,,1050,1611853497392,plan4.txt
a,Enter,,,1611853497686,plan4.txt
a,Tab,,,1611853498286,plan4.txt
k,E,,1056,1611853501156,plan4.txt
k,n,,1057,1611853501294,plan4.txt
k,t,,1058,1611853501392,plan4.txt
k,e,,1059,1611853501526,plan4.txt
k,r,,1060,1611853501584,plan4.txt
k, ,,1061,1611853501663,plan4.txt
k,e,,1062,1611853502918,plan4.txt
k,m,,1063,1611853502947,plan4.txt
k,p,,1064,1611853504231,plan4.txt
k,l,,1065,1611853504297,plan4.txt
k,o,,1066,1611853504486,plan4.txt
k,y,,1067,1611853504814,plan4.txt
k,e,,1068,1611853504918,plan4.txt
k,e,,1069,1611853505090,plan4.txt
k,',,1070,1611853505637,plan4.txt
k,s,,1071,1611853505698,plan4.txt
k, ,,1072,1611853505829,plan4.txt
k,n,,1073,1611853506491,plan4.txt
k,a,,1074,1611853506560,plan4.txt
k,m,,1075,1611853506681,plan4.txt
k,e,,1076,1611853506755,plan4.txt
k,:,,1077,1611853507221,plan4.txt
k, ,,1078,1611853507589,plan4.txt
k,C,,1079,1611853507840,plan4.txt
k,h,,1080,1611853507994,plan4.txt
k,a,,1081,1611853508078,plan4.txt
k,d,,1082,1611853508147,plan4.txt
k, ,,1083,1611853508233,plan4.txt
k,M,,1084,1611853509477,plan4.txt
k,a,,1085,1611853509746,plan4.txt
k,n,,1086,1611853509833,plan4.txt
k,o,,1087,1611853509897,plan4.txt
a,Backspace,,,1611853512999,plan4.txt
a,Backspace,,,1611853513173,plan4.txt
k,o,,1086,1611853513990,plan4.txt
a,Backspace,,,1611853514618,plan4.txt
k,n,,1086,1611853515031,plan4.txt
k,o,,1087,1611853515097,plan4.txt
a,Enter,,,1611853516181,plan4.txt
k,E,,1093,1611853516556,plan4.txt
k,n,,1094,1611853516697,plan4.txt
k,t,,1095,1611853516795,plan4.txt
k,e,,1096,1611853516966,plan4.txt
k,r,,1097,1611853517032,plan4.txt
k, ,,1098,1611853517137,plan4.txt
e,"

System Design
    ask user for employee name
    ask user for number of hours worked in a week
    ask user for hourly pay rate
    ask user for federal tax withholding
    ask user for state tax withholding

    print ""*employee name* information"" centered
    print pay centered
    print hours worked and number of hours worked
    print pay rate
    print gross pay
    align all based on semicolon
    print deductions centered
    print fed tax withholding
    print state tax withholding
    print total deduction
    print net pay
    Use only one print statement, align and center as needed

Testing
    Enter employee's name: Chad Mano
    Enter ",,431,1611853520025,plan4.txt
a,Backspace,,,1611853524675,plan4.txt
e,,"Enter employee's name: Chad Mano
    Enter ",1046,1611853524688,plan4.txt
a,Paste,,,1611853525023,plan4.txt
p,"Enter employee's name: Chad Mano
Enter number of hours worked in a week: 40
Enter hourly pay rate: 12.75
Enter federal tax withholding rate (ex. 0.12): 0.11
Enter state tax withholding rate (ex. 0.06): 0.07

       CHAD MANO PAY INFORMATION        

                  Pay                   
               Hours Worked:          40
                   Pay Rate: $     12.75
                  Gross Pay: $    510.00

               Deductions               
Federal Withholding (11.0%): $     56.10
   State Withholding (7.0%): $     35.70
            Total Deduction: $     91.80

                    Net Pay: $    418.20",,1046,1611853525104,plan4.txt
a,Tab,,,1611853533837,plan4.txt
a,Right,,,1611853534505,plan4.txt
a,Down,,,1611853534602,plan4.txt
a,Down,,,1611853534948,plan4.txt
a,Down,,,1611853535116,plan4.txt
a,Up,,,1611853535722,plan4.txt
a,Up,,,1611853535857,plan4.txt
a,Up,,,1611853536021,plan4.txt
a,Left,,,1611853536395,plan4.txt
a,Left,,,1611853536605,plan4.txt
a,Left,,,1611853536888,plan4.txt
a,Left,,,1611853537051,plan4.txt
a,Left,,,1611853537295,plan4.txt
a,Down,,,1611853537610,plan4.txt
a,Tab,,,1611853538026,plan4.txt
a,Left,,,1611853541574,plan4.txt
a,Tab,,,1611853542126,plan4.txt
a,Down,,,1611853543527,plan4.txt
a,Left,,,1611853543644,plan4.txt
a,Left,,,1611853544095,plan4.txt
a,Left,,,1611853544285,plan4.txt
a,Left,,,1611853544459,plan4.txt
a,Tab,,,1611853544844,plan4.txt
a,Down,,,1611853545203,plan4.txt
